date,ic,n_names,signal
2011-06-17,-0.05581939110441385,1000,signal_weak_alpha_baseline
2011-06-20,-0.24059345650287603,1000,signal_weak_alpha_baseline
2011-06-21,-0.20339045501844497,1000,signal_weak_alpha_baseline
2011-06-22,0.38415530092663375,1000,signal_weak_alpha_baseline
2011-06-23,0.09547698526486628,1000,signal_weak_alpha_baseline
2011-06-24,-0.12721391363837628,1000,signal_weak_alpha_baseline
2011-06-27,-0.007760137273373916,1000,signal_weak_alpha_baseline
2011-06-28,0.019838984808556413,1000,signal_weak_alpha_baseline
2011-06-29,-0.14815337505030185,1000,signal_weak_alpha_baseline
2011-06-30,0.0016178018989035094,1000,signal_weak_alpha_baseline
2011-07-01,-0.05598266985622395,1000,signal_weak_alpha_baseline
2011-07-05,-0.07931314200565112,1000,signal_weak_alpha_baseline
2011-07-06,-0.0495901422301142,1000,signal_weak_alpha_baseline
2011-07-07,-0.20291713999981797,1000,signal_weak_alpha_baseline
2011-07-08,0.47182057775410446,1000,signal_weak_alpha_baseline
2011-07-11,-0.29650256895201194,1000,signal_weak_alpha_baseline
2011-07-12,0.32051924079500493,1000,signal_weak_alpha_baseline
2011-07-13,0.0897205908023986,1000,signal_weak_alpha_baseline
2011-07-14,-0.24211861072157448,1000,signal_weak_alpha_baseline
2011-07-15,0.0023490835485374447,1000,signal_weak_alpha_baseline
2011-07-18,-0.2612158157378409,1000,signal_weak_alpha_baseline
2011-07-19,0.06319066725636907,1000,signal_weak_alpha_baseline
2011-07-20,0.021770525041782254,1000,signal_weak_alpha_baseline
2011-07-21,-0.029351782160520725,1000,signal_weak_alpha_baseline
2011-07-22,0.09521853634149295,1000,signal_weak_alpha_baseline
2011-07-25,-0.09474601577491659,1000,signal_weak_alpha_baseline
2011-07-26,-0.2540200651206486,1000,signal_weak_alpha_baseline
2011-07-27,-0.04275485643447373,1000,signal_weak_alpha_baseline
2011-07-28,-0.1834626081449512,1000,signal_weak_alpha_baseline
2011-07-29,-0.11312287898432616,1000,signal_weak_alpha_baseline
2011-08-01,-0.23377090941209788,1000,signal_weak_alpha_baseline
2011-08-02,-0.10102100170243726,1000,signal_weak_alpha_baseline
2011-08-03,-0.3792858644683498,1000,signal_weak_alpha_baseline
2011-08-04,-0.0912687344816092,1000,signal_weak_alpha_baseline
2011-08-05,-0.4482689560554423,1000,signal_weak_alpha_baseline
2011-08-08,-0.3697822178667948,1000,signal_weak_alpha_baseline
2011-08-09,-0.30512996520878033,1000,signal_weak_alpha_baseline
2011-08-10,-0.2901067907939339,1000,signal_weak_alpha_baseline
2011-08-11,0.19211682431257457,1000,signal_weak_alpha_baseline
2011-08-12,-0.19830508419670745,1000,signal_weak_alpha_baseline
2011-08-15,0.2741059734710216,1000,signal_weak_alpha_baseline
2011-08-16,-0.3218095083319383,1000,signal_weak_alpha_baseline
2011-08-17,-0.5067048243428488,1000,signal_weak_alpha_baseline
2011-08-18,0.24029365618449358,1000,signal_weak_alpha_baseline
2011-08-19,0.5818918859651383,1000,signal_weak_alpha_baseline
2011-08-22,0.18835034307747692,1000,signal_weak_alpha_baseline
2011-08-23,0.045236724013031235,1000,signal_weak_alpha_baseline
2011-08-24,-0.10983627389227546,1000,signal_weak_alpha_baseline
